treatment_date,cum_count_redacted,high_risk_cohort
2023-10-07,4170,solid_organ_transplant
2023-10-14,4170,solid_organ_transplant
2023-10-21,4170,solid_organ_transplant
2023-10-28,4170,solid_organ_transplant
2023-11-04,4170,solid_organ_transplant
2023-11-11,4170,solid_organ_transplant
2023-11-18,4170,solid_organ_transplant
2023-11-25,4170,solid_organ_transplant
2023-12-02,4170,solid_organ_transplant
2023-12-09,4170,solid_organ_transplant
2023-12-16,4170,solid_organ_transplant
2023-12-23,4170,solid_organ_transplant
2023-12-30,4170,solid_organ_transplant
2021-12-11,NA,liver_disease
2021-12-18,40,liver_disease
2021-12-25,70,liver_disease
2022-01-01,120,liver_disease
2022-01-08,160,liver_disease
2022-01-15,200,liver_disease
2022-01-22,240,liver_disease
2022-01-29,280,liver_disease
2022-02-05,310,liver_disease
2022-02-12,340,liver_disease
2022-02-19,360,liver_disease
2022-02-26,380,liver_disease
2022-03-05,420,liver_disease
2022-03-12,460,liver_disease
2022-03-19,520,liver_disease
2022-03-26,580,liver_disease
2022-04-02,660,liver_disease
2022-04-09,730,liver_disease
2022-04-16,780,liver_disease
2022-04-23,810,liver_disease
2022-04-30,830,liver_disease
2022-05-07,850,liver_disease
2022-05-14,860,liver_disease
2022-05-21,880,liver_disease
2022-05-28,890,liver_disease
2022-06-04,910,liver_disease
2022-06-11,940,liver_disease
2022-06-18,970,liver_disease
2022-06-25,1000,liver_disease
2022-07-02,1070,liver_disease
2022-07-09,1120,liver_disease
2022-07-16,1160,liver_disease
2022-07-23,1190,liver_disease
2022-07-30,1210,liver_disease
2022-08-06,1230,liver_disease
2022-08-13,1250,liver_disease
2022-08-20,1260,liver_disease
2022-08-27,1270,liver_disease
2022-09-03,1290,liver_disease
2022-09-10,1310,liver_disease
2022-09-17,1320,liver_disease
2022-09-24,1350,liver_disease
2022-10-01,1380,liver_disease
2022-10-08,1410,liver_disease
2022-10-15,1430,liver_disease
2022-10-22,1450,liver_disease
2022-10-29,1460,liver_disease
2022-11-05,1470,liver_disease
2022-11-12,1480,liver_disease
2022-11-19,1490,liver_disease
2022-11-26,1500,liver_disease
2022-12-03,1520,liver_disease
2022-12-10,1530,liver_disease
2022-12-17,1550,liver_disease
2022-12-24,1580,liver_disease
2022-12-31,1600,liver_disease
2023-01-07,1600,liver_disease
2023-01-14,1610,liver_disease
2023-01-21,1610,liver_disease
2023-01-28,1620,liver_disease
2023-02-04,1640,liver_disease
2023-02-11,1650,liver_disease
2023-02-18,1670,liver_disease
2023-02-25,1680,liver_disease
2023-03-04,1690,liver_disease
2023-03-11,1710,liver_disease
2023-03-18,1730,liver_disease
2023-03-25,1740,liver_disease
2023-04-01,1740,liver_disease
2023-04-08,1760,liver_disease
2023-04-15,1760,liver_disease
2023-04-22,1770,liver_disease
2023-04-29,1770,liver_disease
2023-05-06,1780,liver_disease
2023-05-13,1780,liver_disease
2023-05-20,1790,liver_disease
2023-05-27,1790,liver_disease
2023-06-03,1800,liver_disease
2023-06-10,1800,liver_disease
2023-06-17,1810,liver_disease
2023-06-24,1810,liver_disease
2023-07-01,1810,liver_disease
2023-07-08,1810,liver_disease
2023-07-15,1810,liver_disease
2023-07-22,1810,liver_disease
2023-07-29,1810,liver_disease
2023-08-05,1810,liver_disease
2023-08-12,1810,liver_disease
2023-08-19,1810,liver_disease
2023-08-26,1810,liver_disease
2023-09-02,1810,liver_disease
2023-09-09,1810,liver_disease
2023-09-16,1810,liver_disease
2023-09-23,1810,liver_disease
2023-09-30,1810,liver_disease
2023-10-07,1810,liver_disease
2023-10-14,1810,liver_disease
2023-10-21,1810,liver_disease
2023-10-28,1810,liver_disease
2023-11-04,1810,liver_disease
2023-11-11,1810,liver_disease
2023-11-18,1810,liver_disease
2023-11-25,1810,liver_disease
2023-12-02,1810,liver_disease
2023-12-09,1810,liver_disease
2023-12-16,1810,liver_disease
2023-12-23,1810,liver_disease
2023-12-30,1810,liver_disease
2021-12-11,NA,downs_syndrome
2021-12-18,10,downs_syndrome
2021-12-25,30,downs_syndrome
2022-01-01,40,downs_syndrome
2022-01-08,60,downs_syndrome
2022-01-15,80,downs_syndrome
2022-01-22,110,downs_syndrome
2022-01-29,120,downs_syndrome
2022-02-05,140,downs_syndrome
2022-02-12,160,downs_syndrome
2022-02-19,180,downs_syndrome
2022-02-26,200,downs_syndrome
2022-03-05,230,downs_syndrome
2022-03-12,280,downs_syndrome
2022-03-19,320,downs_syndrome
2022-03-26,350,downs_syndrome
2022-04-02,390,downs_syndrome
2022-04-09,430,downs_syndrome
2022-04-16,450,downs_syndrome
2022-04-23,470,downs_syndrome
2022-04-30,480,downs_syndrome
2022-05-07,480,downs_syndrome
2022-05-14,490,downs_syndrome
2022-05-21,500,downs_syndrome
2022-05-28,500,downs_syndrome
2022-06-04,510,downs_syndrome
2022-06-11,520,downs_syndrome
2022-06-18,530,downs_syndrome
2022-06-25,550,downs_syndrome
2022-07-02,590,downs_syndrome
2022-07-09,610,downs_syndrome
2022-07-16,620,downs_syndrome
2022-07-23,630,downs_syndrome
2022-07-30,640,downs_syndrome
2022-08-06,650,downs_syndrome
2022-08-13,660,downs_syndrome
2022-08-20,660,downs_syndrome
2022-08-27,670,downs_syndrome
2022-09-03,680,downs_syndrome
2022-09-10,680,downs_syndrome
2022-09-17,690,downs_syndrome
2022-09-24,700,downs_syndrome
2022-10-01,710,downs_syndrome
2022-10-08,720,downs_syndrome
2022-10-15,740,downs_syndrome
2022-10-22,740,downs_syndrome
2022-10-29,750,downs_syndrome
2022-11-05,750,downs_syndrome
2022-11-12,760,downs_syndrome
2022-11-19,760,downs_syndrome
2022-11-26,760,downs_syndrome
2022-12-03,770,downs_syndrome
2022-12-10,770,downs_syndrome
2022-12-17,780,downs_syndrome
2022-12-24,790,downs_syndrome
2022-12-31,790,downs_syndrome
2023-01-07,800,downs_syndrome
2023-01-14,800,downs_syndrome
2023-01-21,800,downs_syndrome
2023-01-28,810,downs_syndrome
2023-02-04,820,downs_syndrome
2023-02-11,830,downs_syndrome
2023-02-18,830,downs_syndrome
2023-02-25,830,downs_syndrome
2023-03-04,840,downs_syndrome
2023-03-11,840,downs_syndrome
2023-03-18,840,downs_syndrome
2023-03-25,850,downs_syndrome
2023-04-01,850,downs_syndrome
2023-04-08,860,downs_syndrome
2023-04-15,860,downs_syndrome
2023-04-22,870,downs_syndrome
2023-04-29,870,downs_syndrome
2023-05-06,870,downs_syndrome
2023-05-13,870,downs_syndrome
2023-05-20,870,downs_syndrome
2023-05-27,870,downs_syndrome
2023-06-03,870,downs_syndrome
2023-06-10,870,downs_syndrome
2023-06-17,870,downs_syndrome
2023-06-24,870,downs_syndrome
2023-07-01,870,downs_syndrome
2023-07-08,870,downs_syndrome
2023-07-15,870,downs_syndrome
2023-07-22,870,downs_syndrome
2023-07-29,870,downs_syndrome
2023-08-05,870,downs_syndrome
2023-08-12,870,downs_syndrome
2023-08-19,870,downs_syndrome
2023-08-26,870,downs_syndrome
2023-09-02,870,downs_syndrome
2023-09-09,870,downs_syndrome
2023-09-16,870,downs_syndrome
2023-09-23,870,downs_syndrome
2023-09-30,870,downs_syndrome
2023-10-07,870,downs_syndrome
2023-10-14,870,downs_syndrome
2023-10-21,870,downs_syndrome
2023-10-28,870,downs_syndrome
2023-11-04,870,downs_syndrome
2023-11-11,870,downs_syndrome
2023-11-18,870,downs_syndrome
2023-11-25,870,downs_syndrome
2023-12-02,870,downs_syndrome
2023-12-09,870,downs_syndrome
2023-12-16,870,downs_syndrome
2023-12-23,870,downs_syndrome
2023-12-30,870,downs_syndrome
2021-12-11,NA,hiv_aids
2021-12-18,40,hiv_aids
2021-12-25,70,hiv_aids
2022-01-01,90,hiv_aids
2022-01-08,120,hiv_aids
2022-01-15,140,hiv_aids
2022-01-22,150,hiv_aids
2022-01-29,170,hiv_aids
2022-02-05,180,hiv_aids
2022-02-12,190,hiv_aids
2022-02-19,200,hiv_aids
2022-02-26,210,hiv_aids
2022-03-05,230,hiv_aids
2022-03-12,250,hiv_aids
2022-03-19,270,hiv_aids
2022-03-26,290,hiv_aids
2022-04-02,310,hiv_aids
2022-04-09,330,hiv_aids
2022-04-16,340,hiv_aids
2022-04-23,340,hiv_aids
2022-04-30,350,hiv_aids
2022-05-07,360,hiv_aids
2022-05-14,360,hiv_aids
2022-05-21,360,hiv_aids
2022-05-28,370,hiv_aids
2022-06-04,370,hiv_aids
2022-06-11,380,hiv_aids
2022-06-18,400,hiv_aids
2022-06-25,410,hiv_aids
2022-07-02,420,hiv_aids
2022-07-09,440,hiv_aids
2022-07-16,450,hiv_aids
2022-07-23,450,hiv_aids
2022-07-30,460,hiv_aids
2022-08-06,460,hiv_aids
2022-08-13,470,hiv_aids
2022-08-20,470,hiv_aids
2022-08-27,470,hiv_aids
2022-09-03,470,hiv_aids
2022-09-10,480,hiv_aids
2022-09-17,480,hiv_aids
2022-09-24,490,hiv_aids
2022-10-01,500,hiv_aids
2022-10-08,500,hiv_aids
2022-10-15,500,hiv_aids
2022-10-22,510,hiv_aids
2022-10-29,510,hiv_aids
2022-11-05,510,hiv_aids
2022-11-12,510,hiv_aids
2022-11-19,510,hiv_aids
2022-11-26,520,hiv_aids
2022-12-03,520,hiv_aids
2022-12-10,520,hiv_aids
2022-12-17,530,hiv_aids
2022-12-24,540,hiv_aids
2022-12-31,540,hiv_aids
2023-01-07,540,hiv_aids
2023-01-14,540,hiv_aids
2023-01-21,540,hiv_aids
2023-01-28,550,hiv_aids
2023-02-04,550,hiv_aids
2023-02-11,550,hiv_aids
2023-02-18,550,hiv_aids
2023-02-25,550,hiv_aids
2023-03-04,550,hiv_aids
2023-03-11,560,hiv_aids
2023-03-18,560,hiv_aids
2023-03-25,560,hiv_aids
2023-04-01,560,hiv_aids
2023-04-08,560,hiv_aids
2023-04-15,560,hiv_aids
2023-04-22,560,hiv_aids
2023-04-29,560,hiv_aids
2023-05-06,560,hiv_aids
2023-05-13,570,hiv_aids
2023-05-20,570,hiv_aids
2023-05-27,570,hiv_aids
2023-06-03,570,hiv_aids
2023-06-10,570,hiv_aids
2023-06-17,570,hiv_aids
2023-06-24,570,hiv_aids
2023-07-01,570,hiv_aids
2023-07-08,570,hiv_aids
2023-07-15,570,hiv_aids
2023-07-22,570,hiv_aids
2023-07-29,570,hiv_aids
2023-08-05,570,hiv_aids
2023-08-12,570,hiv_aids
2023-08-19,570,hiv_aids
2023-08-26,570,hiv_aids
2023-09-02,570,hiv_aids
2023-09-09,570,hiv_aids
2023-09-16,570,hiv_aids
2023-09-23,570,hiv_aids
2023-09-30,570,hiv_aids
2023-10-07,570,hiv_aids
2023-10-14,570,hiv_aids
2023-10-21,570,hiv_aids
2023-10-28,570,hiv_aids
2023-11-04,570,hiv_aids
2023-11-11,570,hiv_aids
2023-11-18,570,hiv_aids
2023-11-25,570,hiv_aids
2023-12-02,570,hiv_aids
2023-12-09,570,hiv_aids
2023-12-16,570,hiv_aids
2023-12-23,570,hiv_aids
2023-12-30,570,hiv_aids
