treatment_date,cum_count_redacted,treatment_type
2023-05-08,210,Remdesivir
2023-05-09,210,Remdesivir
2023-05-10,210,Remdesivir
2023-05-11,210,Remdesivir
2023-05-12,210,Remdesivir
2023-05-13,210,Remdesivir
2023-05-14,210,Remdesivir
2023-05-15,210,Remdesivir
2023-05-16,210,Remdesivir
2023-05-17,210,Remdesivir
2023-05-18,210,Remdesivir
2023-05-19,210,Remdesivir
2023-05-20,210,Remdesivir
2023-05-21,210,Remdesivir
2023-05-22,210,Remdesivir
2023-05-23,210,Remdesivir
2023-05-24,210,Remdesivir
2023-05-25,210,Remdesivir
2023-05-26,210,Remdesivir
2021-12-19,NA,Sotrovimab
2021-12-20,10,Sotrovimab
2021-12-21,30,Sotrovimab
2021-12-22,60,Sotrovimab
2021-12-23,100,Sotrovimab
2021-12-24,160,Sotrovimab
2021-12-25,170,Sotrovimab
2021-12-26,190,Sotrovimab
2021-12-27,220,Sotrovimab
2021-12-28,270,Sotrovimab
2021-12-29,320,Sotrovimab
2021-12-30,400,Sotrovimab
2021-12-31,500,Sotrovimab
2022-01-01,540,Sotrovimab
2022-01-02,600,Sotrovimab
2022-01-03,660,Sotrovimab
2022-01-04,750,Sotrovimab
2022-01-05,830,Sotrovimab
2022-01-06,910,Sotrovimab
2022-01-07,1000,Sotrovimab
2022-01-08,1050,Sotrovimab
2022-01-09,1090,Sotrovimab
2022-01-10,1150,Sotrovimab
2022-01-11,1220,Sotrovimab
2022-01-12,1290,Sotrovimab
2022-01-13,1370,Sotrovimab
2022-01-14,1450,Sotrovimab
2022-01-15,1490,Sotrovimab
2022-01-16,1510,Sotrovimab
2022-01-17,1560,Sotrovimab
2022-01-18,1620,Sotrovimab
2022-01-19,1680,Sotrovimab
2022-01-20,1750,Sotrovimab
2022-01-21,1820,Sotrovimab
2022-01-22,1890,Sotrovimab
2022-01-23,1930,Sotrovimab
2022-01-24,1990,Sotrovimab
2022-01-25,2060,Sotrovimab
2022-01-26,2150,Sotrovimab
2022-01-27,2220,Sotrovimab
2022-01-28,2290,Sotrovimab
2022-01-29,2350,Sotrovimab
2022-01-30,2390,Sotrovimab
2022-01-31,2480,Sotrovimab
2022-02-01,2550,Sotrovimab
2022-02-02,2640,Sotrovimab
2022-02-03,2720,Sotrovimab
2022-02-04,2820,Sotrovimab
2022-02-05,2890,Sotrovimab
2022-02-06,2920,Sotrovimab
2022-02-07,3000,Sotrovimab
2022-02-08,3070,Sotrovimab
2022-02-09,3150,Sotrovimab
2022-02-10,3220,Sotrovimab
2022-02-11,3290,Sotrovimab
2022-02-12,3330,Sotrovimab
2022-02-13,3360,Sotrovimab
2022-02-14,3420,Sotrovimab
2022-02-15,3480,Sotrovimab
2022-02-16,3550,Sotrovimab
2022-02-17,3630,Sotrovimab
2022-02-18,3710,Sotrovimab
2022-02-19,3750,Sotrovimab
2022-02-20,3790,Sotrovimab
2022-02-21,3860,Sotrovimab
2022-02-22,3920,Sotrovimab
2022-02-23,3980,Sotrovimab
2022-02-24,4040,Sotrovimab
2022-02-25,4120,Sotrovimab
2022-02-26,4160,Sotrovimab
2022-02-27,4180,Sotrovimab
2022-02-28,4230,Sotrovimab
2022-03-01,4300,Sotrovimab
2022-03-02,4370,Sotrovimab
2022-03-03,4430,Sotrovimab
2022-03-04,4500,Sotrovimab
2022-03-05,4550,Sotrovimab
2022-03-06,4580,Sotrovimab
2022-03-07,4680,Sotrovimab
2022-03-08,4770,Sotrovimab
2022-03-09,4880,Sotrovimab
2022-03-10,4980,Sotrovimab
2022-03-11,5110,Sotrovimab
2022-03-12,5190,Sotrovimab
2022-03-13,5230,Sotrovimab
2022-03-14,5340,Sotrovimab
2022-03-15,5460,Sotrovimab
2022-03-16,5600,Sotrovimab
2022-03-17,5710,Sotrovimab
2022-03-18,5860,Sotrovimab
2022-03-19,5910,Sotrovimab
2022-03-20,5950,Sotrovimab
2022-03-21,6060,Sotrovimab
2022-03-22,6190,Sotrovimab
2022-03-23,6320,Sotrovimab
2022-03-24,6480,Sotrovimab
2022-03-25,6620,Sotrovimab
2022-03-26,6700,Sotrovimab
2022-03-27,6750,Sotrovimab
2022-03-28,6890,Sotrovimab
2022-03-29,7020,Sotrovimab
2022-03-30,7150,Sotrovimab
2022-03-31,7280,Sotrovimab
2022-04-01,7440,Sotrovimab
2022-04-02,7540,Sotrovimab
2022-04-03,7600,Sotrovimab
2022-04-04,7730,Sotrovimab
2022-04-05,7870,Sotrovimab
2022-04-06,7980,Sotrovimab
2022-04-07,8090,Sotrovimab
2022-04-08,8210,Sotrovimab
2022-04-09,8260,Sotrovimab
2022-04-10,8310,Sotrovimab
2022-04-11,8440,Sotrovimab
2022-04-12,8570,Sotrovimab
2022-04-13,8680,Sotrovimab
2022-04-14,8780,Sotrovimab
2022-04-15,8860,Sotrovimab
2022-04-16,8900,Sotrovimab
2022-04-17,8950,Sotrovimab
2022-04-18,9030,Sotrovimab
2022-04-19,9120,Sotrovimab
2022-04-20,9190,Sotrovimab
2022-04-21,9270,Sotrovimab
2022-04-22,9340,Sotrovimab
2022-04-23,9380,Sotrovimab
2022-04-24,9410,Sotrovimab
2022-04-25,9480,Sotrovimab
2022-04-26,9530,Sotrovimab
2022-04-27,9560,Sotrovimab
2022-04-28,9610,Sotrovimab
2022-04-29,9650,Sotrovimab
2022-04-30,9680,Sotrovimab
2022-05-01,9690,Sotrovimab
2022-05-02,9720,Sotrovimab
2022-05-03,9760,Sotrovimab
2022-05-04,9800,Sotrovimab
2022-05-05,9830,Sotrovimab
2022-05-06,9880,Sotrovimab
2022-05-07,9900,Sotrovimab
2022-05-08,9910,Sotrovimab
2022-05-09,9960,Sotrovimab
2022-05-10,9990,Sotrovimab
2022-05-11,10020,Sotrovimab
2022-05-12,10050,Sotrovimab
2022-05-13,10080,Sotrovimab
2022-05-14,10100,Sotrovimab
2022-05-15,10110,Sotrovimab
2022-05-16,10130,Sotrovimab
2022-05-17,10150,Sotrovimab
2022-05-18,10170,Sotrovimab
2022-05-19,10200,Sotrovimab
2022-05-20,10220,Sotrovimab
2022-05-21,10240,Sotrovimab
2022-05-22,10260,Sotrovimab
2022-05-23,10280,Sotrovimab
2022-05-24,10300,Sotrovimab
2022-05-25,10320,Sotrovimab
2022-05-26,10340,Sotrovimab
2022-05-27,10370,Sotrovimab
2022-05-28,10380,Sotrovimab
2022-05-29,10390,Sotrovimab
2022-05-30,10420,Sotrovimab
2022-05-31,10430,Sotrovimab
2022-06-01,10450,Sotrovimab
2022-06-02,10470,Sotrovimab
2022-06-03,10480,Sotrovimab
2022-06-04,10500,Sotrovimab
2022-06-05,10510,Sotrovimab
2022-06-06,10540,Sotrovimab
2022-06-07,10580,Sotrovimab
2022-06-08,10630,Sotrovimab
2022-06-09,10680,Sotrovimab
2022-06-10,10720,Sotrovimab
2022-06-11,10740,Sotrovimab
2022-06-12,10750,Sotrovimab
2022-06-13,10790,Sotrovimab
2022-06-14,10830,Sotrovimab
2022-06-15,10880,Sotrovimab
2022-06-16,10930,Sotrovimab
2022-06-17,10990,Sotrovimab
2022-06-18,11030,Sotrovimab
2022-06-19,11050,Sotrovimab
2022-06-20,11100,Sotrovimab
2022-06-21,11150,Sotrovimab
2022-06-22,11210,Sotrovimab
2022-06-23,11270,Sotrovimab
2022-06-24,11350,Sotrovimab
2022-06-25,11390,Sotrovimab
2022-06-26,11400,Sotrovimab
2022-06-27,11480,Sotrovimab
2022-06-28,11550,Sotrovimab
2022-06-29,11630,Sotrovimab
2022-06-30,11720,Sotrovimab
2022-07-01,11790,Sotrovimab
2022-07-02,11840,Sotrovimab
2022-07-03,11880,Sotrovimab
2022-07-04,11980,Sotrovimab
2022-07-05,12060,Sotrovimab
2022-07-06,12160,Sotrovimab
2022-07-07,12260,Sotrovimab
2022-07-08,12350,Sotrovimab
2022-07-09,12410,Sotrovimab
2022-07-10,12470,Sotrovimab
2022-07-11,12530,Sotrovimab
2022-07-12,12630,Sotrovimab
2022-07-13,12710,Sotrovimab
2022-07-14,12800,Sotrovimab
2022-07-15,12880,Sotrovimab
2022-07-16,12930,Sotrovimab
2022-07-17,12960,Sotrovimab
2022-07-18,13040,Sotrovimab
2022-07-19,13080,Sotrovimab
2022-07-20,13130,Sotrovimab
2022-07-21,13200,Sotrovimab
2022-07-22,13260,Sotrovimab
2022-07-23,13280,Sotrovimab
2022-07-24,13310,Sotrovimab
2022-07-25,13370,Sotrovimab
2022-07-26,13410,Sotrovimab
2022-07-27,13450,Sotrovimab
2022-07-28,13500,Sotrovimab
2022-07-29,13540,Sotrovimab
2022-07-30,13560,Sotrovimab
2022-07-31,13580,Sotrovimab
2022-08-01,13610,Sotrovimab
2022-08-02,13670,Sotrovimab
2022-08-03,13710,Sotrovimab
2022-08-04,13740,Sotrovimab
2022-08-05,13790,Sotrovimab
2022-08-06,13810,Sotrovimab
2022-08-07,13820,Sotrovimab
2022-08-08,13870,Sotrovimab
2022-08-09,13900,Sotrovimab
2022-08-10,13930,Sotrovimab
2022-08-11,13960,Sotrovimab
2022-08-12,14000,Sotrovimab
2022-08-13,14020,Sotrovimab
2022-08-14,14030,Sotrovimab
2022-08-15,14060,Sotrovimab
2022-08-16,14090,Sotrovimab
2022-08-17,14120,Sotrovimab
2022-08-18,14140,Sotrovimab
2022-08-19,14180,Sotrovimab
2022-08-20,14190,Sotrovimab
2022-08-21,14190,Sotrovimab
2022-08-22,14210,Sotrovimab
2022-08-23,14240,Sotrovimab
2022-08-24,14260,Sotrovimab
2022-08-25,14280,Sotrovimab
2022-08-26,14310,Sotrovimab
2022-08-27,14320,Sotrovimab
2022-08-28,14320,Sotrovimab
2022-08-29,14340,Sotrovimab
2022-08-30,14360,Sotrovimab
2022-08-31,14380,Sotrovimab
2022-09-01,14410,Sotrovimab
2022-09-02,14430,Sotrovimab
2022-09-03,14440,Sotrovimab
2022-09-04,14460,Sotrovimab
2022-09-05,14490,Sotrovimab
2022-09-06,14500,Sotrovimab
2022-09-07,14530,Sotrovimab
2022-09-08,14560,Sotrovimab
2022-09-09,14590,Sotrovimab
2022-09-10,14600,Sotrovimab
2022-09-11,14610,Sotrovimab
2022-09-12,14640,Sotrovimab
2022-09-13,14660,Sotrovimab
2022-09-14,14700,Sotrovimab
2022-09-15,14730,Sotrovimab
2022-09-16,14760,Sotrovimab
2022-09-17,14770,Sotrovimab
2022-09-18,14790,Sotrovimab
2022-09-19,14810,Sotrovimab
2022-09-20,14840,Sotrovimab
2022-09-21,14870,Sotrovimab
2022-09-22,14900,Sotrovimab
2022-09-23,14940,Sotrovimab
2022-09-24,14960,Sotrovimab
2022-09-25,14970,Sotrovimab
2022-09-26,15020,Sotrovimab
2022-09-27,15050,Sotrovimab
2022-09-28,15100,Sotrovimab
2022-09-29,15130,Sotrovimab
2022-09-30,15180,Sotrovimab
2022-10-01,15200,Sotrovimab
2022-10-02,15210,Sotrovimab
2022-10-03,15260,Sotrovimab
2022-10-04,15310,Sotrovimab
2022-10-05,15370,Sotrovimab
2022-10-06,15410,Sotrovimab
2022-10-07,15470,Sotrovimab
2022-10-08,15500,Sotrovimab
2022-10-09,15520,Sotrovimab
2022-10-10,15580,Sotrovimab
2022-10-11,15610,Sotrovimab
2022-10-12,15650,Sotrovimab
2022-10-13,15690,Sotrovimab
2022-10-14,15720,Sotrovimab
2022-10-15,15740,Sotrovimab
2022-10-16,15760,Sotrovimab
2022-10-17,15800,Sotrovimab
2022-10-18,15820,Sotrovimab
2022-10-19,15860,Sotrovimab
2022-10-20,15900,Sotrovimab
2022-10-21,15940,Sotrovimab
2022-10-22,15950,Sotrovimab
2022-10-23,15960,Sotrovimab
2022-10-24,16000,Sotrovimab
2022-10-25,16020,Sotrovimab
2022-10-26,16040,Sotrovimab
2022-10-27,16060,Sotrovimab
2022-10-28,16080,Sotrovimab
2022-10-29,16100,Sotrovimab
2022-10-30,16110,Sotrovimab
2022-10-31,16130,Sotrovimab
2022-11-01,16150,Sotrovimab
2022-11-02,16160,Sotrovimab
2022-11-03,16180,Sotrovimab
2022-11-04,16200,Sotrovimab
2022-11-05,16210,Sotrovimab
2022-11-06,16220,Sotrovimab
2022-11-07,16240,Sotrovimab
2022-11-08,16240,Sotrovimab
2022-11-09,16260,Sotrovimab
2022-11-10,16270,Sotrovimab
2022-11-11,16290,Sotrovimab
2022-11-12,16300,Sotrovimab
2022-11-13,16310,Sotrovimab
2022-11-14,16320,Sotrovimab
2022-11-15,16340,Sotrovimab
2022-11-16,16350,Sotrovimab
2022-11-17,16360,Sotrovimab
2022-11-18,16380,Sotrovimab
2022-11-19,16380,Sotrovimab
2022-11-20,16390,Sotrovimab
2022-11-21,16410,Sotrovimab
2022-11-22,16420,Sotrovimab
2022-11-23,16440,Sotrovimab
2022-11-24,16450,Sotrovimab
2022-11-25,16460,Sotrovimab
2022-11-26,16460,Sotrovimab
2022-11-27,16470,Sotrovimab
2022-11-28,16490,Sotrovimab
2022-11-29,16500,Sotrovimab
2022-11-30,16510,Sotrovimab
2022-12-01,16520,Sotrovimab
2022-12-02,16520,Sotrovimab
2022-12-03,16530,Sotrovimab
2022-12-04,16530,Sotrovimab
2022-12-05,16540,Sotrovimab
2022-12-06,16540,Sotrovimab
2022-12-07,16560,Sotrovimab
2022-12-08,16570,Sotrovimab
2022-12-09,16570,Sotrovimab
2022-12-10,16570,Sotrovimab
2022-12-11,16580,Sotrovimab
2022-12-12,16590,Sotrovimab
2022-12-13,16600,Sotrovimab
2022-12-14,16610,Sotrovimab
2022-12-15,16610,Sotrovimab
2022-12-16,16620,Sotrovimab
2022-12-17,16620,Sotrovimab
2022-12-18,16630,Sotrovimab
2022-12-19,16640,Sotrovimab
2022-12-20,16650,Sotrovimab
2022-12-21,16660,Sotrovimab
2022-12-22,16670,Sotrovimab
2022-12-23,16680,Sotrovimab
2022-12-24,16690,Sotrovimab
2022-12-25,16690,Sotrovimab
2022-12-26,16700,Sotrovimab
2022-12-27,16700,Sotrovimab
2022-12-28,16710,Sotrovimab
2022-12-29,16720,Sotrovimab
2022-12-30,16730,Sotrovimab
2022-12-31,16730,Sotrovimab
2023-01-01,16730,Sotrovimab
2023-01-02,16740,Sotrovimab
2023-01-03,16740,Sotrovimab
2023-01-04,16750,Sotrovimab
2023-01-05,16760,Sotrovimab
2023-01-06,16760,Sotrovimab
2023-01-07,16760,Sotrovimab
2023-01-08,16760,Sotrovimab
2023-01-09,16770,Sotrovimab
2023-01-10,16770,Sotrovimab
2023-01-11,16770,Sotrovimab
2023-01-12,16770,Sotrovimab
2023-01-13,16770,Sotrovimab
2023-01-14,16770,Sotrovimab
2023-01-15,16770,Sotrovimab
2023-01-16,16770,Sotrovimab
2023-01-17,16770,Sotrovimab
2023-01-18,16780,Sotrovimab
2023-01-19,16780,Sotrovimab
2023-01-20,16780,Sotrovimab
2023-01-21,16780,Sotrovimab
2023-01-22,16790,Sotrovimab
2023-01-23,16790,Sotrovimab
2023-01-24,16790,Sotrovimab
2023-01-25,16790,Sotrovimab
2023-01-26,16790,Sotrovimab
2023-01-27,16790,Sotrovimab
2023-01-28,16800,Sotrovimab
2023-01-29,16800,Sotrovimab
2023-01-30,16800,Sotrovimab
2023-01-31,16800,Sotrovimab
2023-02-01,16810,Sotrovimab
2023-02-02,16810,Sotrovimab
2023-02-03,16810,Sotrovimab
2023-02-04,16810,Sotrovimab
2023-02-05,16820,Sotrovimab
2023-02-06,16820,Sotrovimab
2023-02-07,16820,Sotrovimab
2023-02-08,16820,Sotrovimab
2023-02-09,16820,Sotrovimab
2023-02-10,16830,Sotrovimab
2023-02-11,16830,Sotrovimab
2023-02-12,16830,Sotrovimab
2023-02-13,16830,Sotrovimab
2023-02-14,16840,Sotrovimab
2023-02-15,16840,Sotrovimab
2023-02-16,16840,Sotrovimab
2023-02-17,16850,Sotrovimab
2023-02-18,16850,Sotrovimab
2023-02-19,16850,Sotrovimab
2023-02-20,16850,Sotrovimab
2023-02-21,16860,Sotrovimab
2023-02-22,16860,Sotrovimab
2023-02-23,16860,Sotrovimab
2023-02-24,16860,Sotrovimab
2023-02-25,16860,Sotrovimab
2023-02-26,16870,Sotrovimab
2023-02-27,16870,Sotrovimab
2023-02-28,16880,Sotrovimab
2023-03-01,16880,Sotrovimab
2023-03-02,16890,Sotrovimab
2023-03-03,16890,Sotrovimab
2023-03-04,16890,Sotrovimab
2023-03-05,16900,Sotrovimab
2023-03-06,16900,Sotrovimab
2023-03-07,16910,Sotrovimab
2023-03-08,16920,Sotrovimab
2023-03-09,16920,Sotrovimab
2023-03-10,16920,Sotrovimab
2023-03-11,16920,Sotrovimab
2023-03-12,16920,Sotrovimab
2023-03-13,16930,Sotrovimab
2023-03-14,16940,Sotrovimab
2023-03-15,16950,Sotrovimab
2023-03-16,16960,Sotrovimab
2023-03-17,16960,Sotrovimab
2023-03-18,16970,Sotrovimab
2023-03-19,16970,Sotrovimab
2023-03-20,16980,Sotrovimab
2023-03-21,16980,Sotrovimab
2023-03-22,16990,Sotrovimab
2023-03-23,17000,Sotrovimab
2023-03-24,17010,Sotrovimab
2023-03-25,17020,Sotrovimab
2023-03-26,17020,Sotrovimab
2023-03-27,17030,Sotrovimab
2023-03-28,17040,Sotrovimab
2023-03-29,17040,Sotrovimab
2023-03-30,17050,Sotrovimab
2023-03-31,17060,Sotrovimab
2023-04-01,17070,Sotrovimab
2023-04-02,17070,Sotrovimab
2023-04-03,17080,Sotrovimab
2023-04-04,17090,Sotrovimab
2023-04-05,17100,Sotrovimab
2023-04-06,17110,Sotrovimab
2023-04-07,17110,Sotrovimab
2023-04-08,17120,Sotrovimab
2023-04-09,17120,Sotrovimab
2023-04-10,17130,Sotrovimab
2023-04-11,17140,Sotrovimab
2023-04-12,17150,Sotrovimab
2023-04-13,17160,Sotrovimab
2023-04-14,17160,Sotrovimab
2023-04-15,17160,Sotrovimab
2023-04-16,17170,Sotrovimab
2023-04-17,17170,Sotrovimab
2023-04-18,17170,Sotrovimab
2023-04-19,17180,Sotrovimab
2023-04-20,17180,Sotrovimab
2023-04-21,17190,Sotrovimab
2023-04-22,17190,Sotrovimab
2023-04-23,17190,Sotrovimab
2023-04-24,17200,Sotrovimab
2023-04-25,17210,Sotrovimab
2023-04-26,17210,Sotrovimab
2023-04-27,17220,Sotrovimab
2023-04-28,17230,Sotrovimab
2023-04-29,17230,Sotrovimab
2023-04-30,17230,Sotrovimab
2023-05-01,17240,Sotrovimab
2023-05-02,17240,Sotrovimab
2023-05-03,17250,Sotrovimab
2023-05-04,17260,Sotrovimab
2023-05-05,17270,Sotrovimab
2023-05-06,17270,Sotrovimab
2023-05-07,17270,Sotrovimab
2023-05-08,17280,Sotrovimab
2023-05-09,17280,Sotrovimab
2023-05-10,17290,Sotrovimab
2023-05-11,17290,Sotrovimab
2023-05-12,17300,Sotrovimab
2023-05-13,17300,Sotrovimab
2023-05-14,17310,Sotrovimab
2023-05-15,17320,Sotrovimab
2023-05-16,17320,Sotrovimab
2023-05-17,17320,Sotrovimab
2023-05-18,17330,Sotrovimab
2023-05-19,17330,Sotrovimab
2023-05-20,17330,Sotrovimab
2023-05-21,17330,Sotrovimab
2023-05-22,17340,Sotrovimab
2023-05-23,17340,Sotrovimab
2023-05-24,17350,Sotrovimab
2023-05-25,17350,Sotrovimab
2023-05-26,17350,Sotrovimab
2023-05-27,17350,Sotrovimab
2023-05-28,17350,Sotrovimab
2023-05-29,17360,Sotrovimab
2023-05-30,17360,Sotrovimab
2023-05-31,17360,Sotrovimab
2023-06-01,17370,Sotrovimab
2023-06-02,17370,Sotrovimab
2023-06-03,17370,Sotrovimab
2023-06-04,17380,Sotrovimab
2023-06-05,17380,Sotrovimab
2023-06-06,17380,Sotrovimab
2023-06-07,17390,Sotrovimab
2023-06-08,17390,Sotrovimab
2023-06-09,17390,Sotrovimab
2023-06-10,17390,Sotrovimab
2023-06-11,17390,Sotrovimab
2023-06-12,17400,Sotrovimab
2023-06-13,17400,Sotrovimab
2023-06-14,17400,Sotrovimab
2023-06-15,17400,Sotrovimab
2023-06-16,17410,Sotrovimab
2023-06-17,17410,Sotrovimab
2023-06-18,17410,Sotrovimab
2023-06-19,17410,Sotrovimab
2023-06-20,17410,Sotrovimab
2023-06-21,17410,Sotrovimab
2023-06-22,17420,Sotrovimab
2023-06-23,17420,Sotrovimab
2023-06-24,17420,Sotrovimab
2023-06-25,17420,Sotrovimab
2023-06-26,17420,Sotrovimab
2023-06-27,17420,Sotrovimab
2023-06-28,17420,Sotrovimab
2023-06-29,17420,Sotrovimab
2023-06-30,17420,Sotrovimab
2023-07-01,17420,Sotrovimab
2023-07-02,17420,Sotrovimab
2023-07-03,17420,Sotrovimab
2023-07-04,17420,Sotrovimab
2023-07-05,17420,Sotrovimab
2023-07-06,17420,Sotrovimab
2023-07-07,17420,Sotrovimab
2023-07-08,17420,Sotrovimab
2023-07-09,17420,Sotrovimab
2023-07-10,17420,Sotrovimab
2023-07-11,17420,Sotrovimab
2023-07-12,17420,Sotrovimab
2023-07-13,17420,Sotrovimab
2023-07-14,17420,Sotrovimab
2023-07-15,17420,Sotrovimab
2023-07-16,17420,Sotrovimab
2023-07-17,17420,Sotrovimab
2023-07-18,17420,Sotrovimab
2023-07-19,17420,Sotrovimab
2023-07-20,17420,Sotrovimab
2023-07-21,17420,Sotrovimab
2023-07-22,17420,Sotrovimab
2023-07-23,17420,Sotrovimab
2023-07-24,17420,Sotrovimab
2023-07-25,17420,Sotrovimab
2023-07-26,17420,Sotrovimab
2023-07-27,17420,Sotrovimab
2023-07-28,17420,Sotrovimab
2023-07-29,17420,Sotrovimab
2023-07-30,17420,Sotrovimab
2023-07-31,17420,Sotrovimab
2023-08-01,17420,Sotrovimab
2023-08-02,17420,Sotrovimab
2023-08-03,17420,Sotrovimab
2023-08-04,17420,Sotrovimab
2023-08-05,17420,Sotrovimab
2023-08-06,17420,Sotrovimab
2023-08-07,17420,Sotrovimab
2023-08-08,17420,Sotrovimab
2023-08-09,17420,Sotrovimab
2023-08-10,17420,Sotrovimab
2023-08-11,17420,Sotrovimab
2023-08-12,17420,Sotrovimab
2023-08-13,17420,Sotrovimab
2023-08-14,17420,Sotrovimab
2023-08-15,17420,Sotrovimab
2023-08-16,17420,Sotrovimab
2023-08-17,17420,Sotrovimab
2023-08-18,17420,Sotrovimab
2023-08-19,17420,Sotrovimab
2023-08-20,17420,Sotrovimab
2023-08-21,17420,Sotrovimab
2023-08-22,17420,Sotrovimab
2023-08-23,17420,Sotrovimab
2023-08-24,17420,Sotrovimab
2023-08-25,17420,Sotrovimab
2023-08-26,17420,Sotrovimab
2023-08-27,17420,Sotrovimab
2023-08-28,17420,Sotrovimab
2023-08-29,17420,Sotrovimab
2023-08-30,17420,Sotrovimab
2023-08-31,17420,Sotrovimab
2023-09-01,17420,Sotrovimab
2023-09-02,17420,Sotrovimab
2023-09-03,17420,Sotrovimab
2023-09-04,17420,Sotrovimab
2023-09-05,17420,Sotrovimab
2023-09-06,17420,Sotrovimab
2023-09-07,17420,Sotrovimab
2023-09-08,17420,Sotrovimab
2023-09-09,17420,Sotrovimab
2023-09-10,17420,Sotrovimab
2023-09-11,17420,Sotrovimab
2023-09-12,17420,Sotrovimab
2023-09-13,17420,Sotrovimab
2023-09-14,17420,Sotrovimab
2023-09-15,17420,Sotrovimab
2023-09-16,17420,Sotrovimab
2023-09-17,17420,Sotrovimab
2023-09-18,17420,Sotrovimab
2023-09-19,17420,Sotrovimab
2023-09-20,17420,Sotrovimab
2023-09-21,17420,Sotrovimab
2023-09-22,17420,Sotrovimab
2023-09-23,17420,Sotrovimab
2023-09-24,17420,Sotrovimab
2023-09-25,17420,Sotrovimab
2023-09-26,17420,Sotrovimab
2023-09-27,17420,Sotrovimab
2023-09-28,17420,Sotrovimab
2023-09-29,17420,Sotrovimab
2023-09-30,17420,Sotrovimab
2023-10-01,17420,Sotrovimab
2023-10-02,17420,Sotrovimab
2023-10-03,17420,Sotrovimab
2023-10-04,17420,Sotrovimab
2023-10-05,17420,Sotrovimab
2023-10-06,17420,Sotrovimab
2023-10-07,17420,Sotrovimab
2023-10-08,17420,Sotrovimab
2023-10-09,17420,Sotrovimab
2023-10-10,17420,Sotrovimab
2023-10-11,17420,Sotrovimab
2023-10-12,17420,Sotrovimab
2023-10-13,17420,Sotrovimab
2023-10-14,17420,Sotrovimab
2023-10-15,17420,Sotrovimab
2023-10-16,17420,Sotrovimab
2023-10-17,17420,Sotrovimab
