treatment_date,cum_count_redacted,treatment_type
2022-09-09,6350,Molnupiravir
2022-09-10,6360,Molnupiravir
2022-09-11,6360,Molnupiravir
2022-09-12,6380,Molnupiravir
2022-09-13,6380,Molnupiravir
2022-09-14,6390,Molnupiravir
2022-09-15,6390,Molnupiravir
2022-09-16,6400,Molnupiravir
2022-09-17,6410,Molnupiravir
2022-09-18,6420,Molnupiravir
2022-09-19,6420,Molnupiravir
2022-09-20,6430,Molnupiravir
2022-09-21,6460,Molnupiravir
2022-09-22,6480,Molnupiravir
2022-09-23,6510,Molnupiravir
2022-09-24,6520,Molnupiravir
2022-09-25,6530,Molnupiravir
2022-09-26,6550,Molnupiravir
2022-09-27,6580,Molnupiravir
2022-09-28,6610,Molnupiravir
2022-09-29,6630,Molnupiravir
2022-09-30,6670,Molnupiravir
2022-10-01,6680,Molnupiravir
2022-10-02,6700,Molnupiravir
2022-10-03,6740,Molnupiravir
2022-10-04,6760,Molnupiravir
2022-10-05,6800,Molnupiravir
2022-10-06,6830,Molnupiravir
2022-10-07,6870,Molnupiravir
2022-10-08,6890,Molnupiravir
2022-10-09,6910,Molnupiravir
2022-10-10,6940,Molnupiravir
2022-10-11,6960,Molnupiravir
2022-10-12,7000,Molnupiravir
2022-10-13,7020,Molnupiravir
2022-10-14,7060,Molnupiravir
2022-10-15,7080,Molnupiravir
2022-10-16,7100,Molnupiravir
2022-10-17,7120,Molnupiravir
2022-10-18,7140,Molnupiravir
2022-10-19,7170,Molnupiravir
2022-10-20,7180,Molnupiravir
2022-10-21,7200,Molnupiravir
2022-10-22,7210,Molnupiravir
2022-10-23,7220,Molnupiravir
2022-10-24,7240,Molnupiravir
2022-10-25,7260,Molnupiravir
2022-10-26,7280,Molnupiravir
2022-10-27,7300,Molnupiravir
2022-10-28,7320,Molnupiravir
2022-10-29,7330,Molnupiravir
2022-10-30,7340,Molnupiravir
2022-10-31,7360,Molnupiravir
2022-11-01,7360,Molnupiravir
2022-11-02,7370,Molnupiravir
2022-11-03,7380,Molnupiravir
2022-11-04,7390,Molnupiravir
2022-11-05,7400,Molnupiravir
2022-11-06,7400,Molnupiravir
2022-11-07,7410,Molnupiravir
2022-11-08,7430,Molnupiravir
2022-11-09,7440,Molnupiravir
2022-11-10,7440,Molnupiravir
2022-11-11,7450,Molnupiravir
2022-11-12,7460,Molnupiravir
2022-11-13,7460,Molnupiravir
2022-11-14,7470,Molnupiravir
2022-11-15,7480,Molnupiravir
2022-11-16,7490,Molnupiravir
2022-11-17,7490,Molnupiravir
2022-11-18,7500,Molnupiravir
2022-11-19,7510,Molnupiravir
2022-11-20,7520,Molnupiravir
2022-11-21,7530,Molnupiravir
2022-11-22,7540,Molnupiravir
2022-11-23,7550,Molnupiravir
2022-11-24,7570,Molnupiravir
2022-11-25,7580,Molnupiravir
2022-11-26,7580,Molnupiravir
2022-11-27,7590,Molnupiravir
2022-11-28,7610,Molnupiravir
2022-11-29,7630,Molnupiravir
2022-11-30,7640,Molnupiravir
2022-12-01,7660,Molnupiravir
2022-12-02,7680,Molnupiravir
2022-12-03,7690,Molnupiravir
2022-12-04,7700,Molnupiravir
2022-12-05,7720,Molnupiravir
2022-12-06,7740,Molnupiravir
2022-12-07,7770,Molnupiravir
2022-12-08,7790,Molnupiravir
2022-12-09,7820,Molnupiravir
2022-12-10,7840,Molnupiravir
2022-12-11,7850,Molnupiravir
2022-12-12,7880,Molnupiravir
2022-12-13,7910,Molnupiravir
2022-12-14,7940,Molnupiravir
2022-12-15,7980,Molnupiravir
2022-12-16,8030,Molnupiravir
2022-12-17,8040,Molnupiravir
2022-12-18,8060,Molnupiravir
2022-12-19,8110,Molnupiravir
2022-12-20,8150,Molnupiravir
2022-12-21,8190,Molnupiravir
2022-12-22,8230,Molnupiravir
2022-12-23,8290,Molnupiravir
2022-12-24,8320,Molnupiravir
2022-12-25,8330,Molnupiravir
2022-12-26,8360,Molnupiravir
2022-12-27,8390,Molnupiravir
2022-12-28,8430,Molnupiravir
2022-12-29,8470,Molnupiravir
2022-12-30,8520,Molnupiravir
2022-12-31,8560,Molnupiravir
2023-01-01,8580,Molnupiravir
2023-01-02,8600,Molnupiravir
2023-01-03,8640,Molnupiravir
2023-01-04,8670,Molnupiravir
2023-01-05,8700,Molnupiravir
2023-01-06,8720,Molnupiravir
2023-01-07,8740,Molnupiravir
2023-01-08,8750,Molnupiravir
2023-01-09,8770,Molnupiravir
2023-01-10,8780,Molnupiravir
2023-01-11,8800,Molnupiravir
2023-01-12,8810,Molnupiravir
2023-01-13,8820,Molnupiravir
2023-01-14,8830,Molnupiravir
2023-01-15,8830,Molnupiravir
2023-01-16,8840,Molnupiravir
2023-01-17,8850,Molnupiravir
2023-01-18,8860,Molnupiravir
2023-01-19,8870,Molnupiravir
2023-01-20,8880,Molnupiravir
2023-01-21,8880,Molnupiravir
2023-01-22,8890,Molnupiravir
2023-01-23,8900,Molnupiravir
2023-01-24,8920,Molnupiravir
2023-01-25,8940,Molnupiravir
2023-01-26,8960,Molnupiravir
2023-01-27,8970,Molnupiravir
2023-01-28,8980,Molnupiravir
2023-01-29,8980,Molnupiravir
2023-01-30,9000,Molnupiravir
2023-01-31,9020,Molnupiravir
2023-02-01,9040,Molnupiravir
2023-02-02,9060,Molnupiravir
2023-02-03,9080,Molnupiravir
2023-02-04,9090,Molnupiravir
2023-02-05,9100,Molnupiravir
2023-02-06,9120,Molnupiravir
2023-02-07,9140,Molnupiravir
2023-02-08,9150,Molnupiravir
2023-02-09,9180,Molnupiravir
2023-02-10,9210,Molnupiravir
2023-02-11,9220,Molnupiravir
2023-02-12,9230,Molnupiravir
2023-02-13,9240,Molnupiravir
2023-02-14,9260,Molnupiravir
2023-02-15,9280,Molnupiravir
2023-02-16,9310,Molnupiravir
2023-02-17,9340,Molnupiravir
2023-02-18,9350,Molnupiravir
2023-02-19,9370,Molnupiravir
2023-02-20,9410,Molnupiravir
2023-02-21,9430,Molnupiravir
2023-02-22,9440,Molnupiravir
2023-02-23,9460,Molnupiravir
2023-02-24,9480,Molnupiravir
2023-02-25,9500,Molnupiravir
2023-02-26,9500,Molnupiravir
2023-02-27,9530,Molnupiravir
2023-02-28,9550,Molnupiravir
2023-03-01,9570,Molnupiravir
2023-03-02,9590,Molnupiravir
2023-03-03,9620,Molnupiravir
2023-03-04,9640,Molnupiravir
2023-03-05,9650,Molnupiravir
2023-03-06,9680,Molnupiravir
2023-03-07,9720,Molnupiravir
2023-03-08,9750,Molnupiravir
2023-03-09,9780,Molnupiravir
2023-03-10,9810,Molnupiravir
2023-03-11,9830,Molnupiravir
2023-03-12,9850,Molnupiravir
2023-03-13,9880,Molnupiravir
2023-03-14,9920,Molnupiravir
2023-03-15,9950,Molnupiravir
2023-03-16,9990,Molnupiravir
2023-03-17,10030,Molnupiravir
2023-03-18,10050,Molnupiravir
2023-03-19,10060,Molnupiravir
2023-03-20,10090,Molnupiravir
2023-03-21,10120,Molnupiravir
2023-03-22,10160,Molnupiravir
2023-03-23,10200,Molnupiravir
2023-03-24,10240,Molnupiravir
2023-03-25,10260,Molnupiravir
2023-03-26,10270,Molnupiravir
2023-03-27,10310,Molnupiravir
2023-03-28,10330,Molnupiravir
2023-03-29,10360,Molnupiravir
2023-03-30,10380,Molnupiravir
2023-03-31,10400,Molnupiravir
2023-04-01,10420,Molnupiravir
2023-04-02,10430,Molnupiravir
2023-04-03,10460,Molnupiravir
2023-04-04,10470,Molnupiravir
2023-04-05,10490,Molnupiravir
2023-04-06,10510,Molnupiravir
2023-04-07,10520,Molnupiravir
2023-04-08,10530,Molnupiravir
2023-04-09,10540,Molnupiravir
2023-04-10,10560,Molnupiravir
2023-04-11,10570,Molnupiravir
2023-04-12,10590,Molnupiravir
2023-04-13,10600,Molnupiravir
2023-04-14,10620,Molnupiravir
2023-04-15,10630,Molnupiravir
2023-04-16,10640,Molnupiravir
2023-04-17,10660,Molnupiravir
2023-04-18,10670,Molnupiravir
2023-04-19,10680,Molnupiravir
2023-04-20,10710,Molnupiravir
2023-04-21,10720,Molnupiravir
2023-04-22,10730,Molnupiravir
2023-04-23,10730,Molnupiravir
2023-04-24,10740,Molnupiravir
2023-04-25,10750,Molnupiravir
2023-04-26,10760,Molnupiravir
2023-04-27,10770,Molnupiravir
2023-04-28,10790,Molnupiravir
2023-04-29,10800,Molnupiravir
2023-04-30,10800,Molnupiravir
2023-05-01,10810,Molnupiravir
2023-05-02,10820,Molnupiravir
2023-05-03,10840,Molnupiravir
2023-05-04,10860,Molnupiravir
2023-05-05,10870,Molnupiravir
2023-05-06,10880,Molnupiravir
2023-05-07,10900,Molnupiravir
2023-05-08,10900,Molnupiravir
2023-05-09,10920,Molnupiravir
2023-05-10,10930,Molnupiravir
2023-05-11,10940,Molnupiravir
2023-05-12,10940,Molnupiravir
2023-05-13,10950,Molnupiravir
2023-05-14,10950,Molnupiravir
2023-05-15,10960,Molnupiravir
2023-05-16,10960,Molnupiravir
2023-05-17,10970,Molnupiravir
2023-05-18,10980,Molnupiravir
2023-05-19,10990,Molnupiravir
2023-05-20,11000,Molnupiravir
2023-05-21,11000,Molnupiravir
2023-05-22,11010,Molnupiravir
2023-05-23,11020,Molnupiravir
2023-05-24,11020,Molnupiravir
2023-05-25,11030,Molnupiravir
2023-05-26,11040,Molnupiravir
2023-05-27,11040,Molnupiravir
2023-05-28,11040,Molnupiravir
2023-05-29,11050,Molnupiravir
2023-05-30,11050,Molnupiravir
2023-05-31,11060,Molnupiravir
2023-06-01,11060,Molnupiravir
2023-06-02,11070,Molnupiravir
2023-06-03,11070,Molnupiravir
2023-06-04,11080,Molnupiravir
2023-06-05,11080,Molnupiravir
2023-06-06,11090,Molnupiravir
2023-06-07,11090,Molnupiravir
2023-06-08,11110,Molnupiravir
2023-06-09,11110,Molnupiravir
2023-06-10,11120,Molnupiravir
2023-06-11,11120,Molnupiravir
2023-06-12,11120,Molnupiravir
2023-06-13,11130,Molnupiravir
2023-06-14,11130,Molnupiravir
2023-06-15,11130,Molnupiravir
2023-06-16,11140,Molnupiravir
2023-06-17,11140,Molnupiravir
2023-06-18,11140,Molnupiravir
2023-06-19,11140,Molnupiravir
2023-06-20,11140,Molnupiravir
2023-06-21,11140,Molnupiravir
2023-06-22,11140,Molnupiravir
2023-06-23,11140,Molnupiravir
2023-06-24,11140,Molnupiravir
2023-06-25,11140,Molnupiravir
2023-06-26,11150,Molnupiravir
2023-06-27,11150,Molnupiravir
2023-06-28,11150,Molnupiravir
2023-06-29,11150,Molnupiravir
2023-06-30,11150,Molnupiravir
2023-07-01,11150,Molnupiravir
2023-07-02,11150,Molnupiravir
2023-07-03,11150,Molnupiravir
2023-07-04,11150,Molnupiravir
2023-07-05,11150,Molnupiravir
2023-07-06,11150,Molnupiravir
2023-07-07,11150,Molnupiravir
2023-07-08,11150,Molnupiravir
2023-07-09,11150,Molnupiravir
2023-07-10,11150,Molnupiravir
2023-07-11,11150,Molnupiravir
2023-07-12,11150,Molnupiravir
2023-07-13,11150,Molnupiravir
2023-07-14,11150,Molnupiravir
2023-07-15,11150,Molnupiravir
2023-07-16,11150,Molnupiravir
2023-07-17,11150,Molnupiravir
2023-07-18,11150,Molnupiravir
2023-07-19,11150,Molnupiravir
2023-07-20,11150,Molnupiravir
2023-07-21,11150,Molnupiravir
2023-07-22,11150,Molnupiravir
2023-07-23,11150,Molnupiravir
2023-07-24,11150,Molnupiravir
2023-07-25,11150,Molnupiravir
2023-07-26,11150,Molnupiravir
2023-07-27,11150,Molnupiravir
2023-07-28,11150,Molnupiravir
2023-07-29,11150,Molnupiravir
2023-07-30,11150,Molnupiravir
2023-07-31,11150,Molnupiravir
2023-08-01,11150,Molnupiravir
2023-08-02,11150,Molnupiravir
2023-08-03,11150,Molnupiravir
2023-08-04,11150,Molnupiravir
2023-08-05,11150,Molnupiravir
2023-08-06,11150,Molnupiravir
2023-08-07,11150,Molnupiravir
2023-08-08,11150,Molnupiravir
2023-08-09,11150,Molnupiravir
2023-08-10,11150,Molnupiravir
2023-08-11,11150,Molnupiravir
2023-08-12,11150,Molnupiravir
2023-08-13,11150,Molnupiravir
2023-08-14,11150,Molnupiravir
2023-08-15,11150,Molnupiravir
2023-08-16,11150,Molnupiravir
2023-08-17,11150,Molnupiravir
2023-08-18,11150,Molnupiravir
2023-08-19,11150,Molnupiravir
2023-08-20,11150,Molnupiravir
2023-08-21,11150,Molnupiravir
2023-08-22,11150,Molnupiravir
2023-08-23,11150,Molnupiravir
2023-08-24,11150,Molnupiravir
2023-08-25,11150,Molnupiravir
2023-08-26,11150,Molnupiravir
2023-08-27,11150,Molnupiravir
2023-08-28,11150,Molnupiravir
2023-08-29,11150,Molnupiravir
2023-08-30,11150,Molnupiravir
2023-08-31,11150,Molnupiravir
2023-09-01,11150,Molnupiravir
2023-09-02,11150,Molnupiravir
2023-09-03,11150,Molnupiravir
2023-09-04,11150,Molnupiravir
2023-09-05,11150,Molnupiravir
2023-09-06,11150,Molnupiravir
2023-09-07,11150,Molnupiravir
2023-09-08,11150,Molnupiravir
2023-09-09,11150,Molnupiravir
2023-09-10,11150,Molnupiravir
2023-09-11,11150,Molnupiravir
2023-09-12,11150,Molnupiravir
2023-09-13,11150,Molnupiravir
2023-09-14,11150,Molnupiravir
2023-09-15,11150,Molnupiravir
2023-09-16,11150,Molnupiravir
2023-09-17,11150,Molnupiravir
2023-09-18,11150,Molnupiravir
2023-09-19,11150,Molnupiravir
2023-09-20,11150,Molnupiravir
2023-09-21,11150,Molnupiravir
2023-09-22,11150,Molnupiravir
2023-09-23,11150,Molnupiravir
2023-09-24,11150,Molnupiravir
2023-09-25,11150,Molnupiravir
2023-09-26,11150,Molnupiravir
2023-09-27,11150,Molnupiravir
2023-09-28,11150,Molnupiravir
2023-09-29,11150,Molnupiravir
2023-09-30,11150,Molnupiravir
2023-10-01,11150,Molnupiravir
2023-10-02,11150,Molnupiravir
2023-10-03,11150,Molnupiravir
2023-10-04,11150,Molnupiravir
2023-10-05,11150,Molnupiravir
2023-10-06,11150,Molnupiravir
2023-10-07,11150,Molnupiravir
2023-10-08,11150,Molnupiravir
2023-10-09,11150,Molnupiravir
2023-10-10,11150,Molnupiravir
2023-10-11,11150,Molnupiravir
2023-10-12,11150,Molnupiravir
2023-10-13,11150,Molnupiravir
2023-10-14,11150,Molnupiravir
2023-10-15,11150,Molnupiravir
2023-10-16,11150,Molnupiravir
2023-10-17,11150,Molnupiravir
2023-10-18,11150,Molnupiravir
2023-10-19,11150,Molnupiravir
2023-10-20,11150,Molnupiravir
2023-10-21,11150,Molnupiravir
2023-10-22,11150,Molnupiravir
2023-10-23,11150,Molnupiravir
2023-10-24,11150,Molnupiravir
2023-10-25,11150,Molnupiravir
2023-10-26,11150,Molnupiravir
2023-10-27,11150,Molnupiravir
2023-10-28,11150,Molnupiravir
2023-10-29,11150,Molnupiravir
2023-10-30,11150,Molnupiravir
2023-10-31,11150,Molnupiravir
2023-11-01,11150,Molnupiravir
2023-11-02,11150,Molnupiravir
2023-11-03,11150,Molnupiravir
2023-11-04,11150,Molnupiravir
2023-11-05,11150,Molnupiravir
2023-11-06,11150,Molnupiravir
2023-11-07,11150,Molnupiravir
2023-11-08,11150,Molnupiravir
2023-11-09,11150,Molnupiravir
2023-11-10,11150,Molnupiravir
2023-11-11,11150,Molnupiravir
2023-11-12,11150,Molnupiravir
2023-11-13,11150,Molnupiravir
2023-11-14,11150,Molnupiravir
2023-11-15,11150,Molnupiravir
2023-11-16,11150,Molnupiravir
2023-11-17,11150,Molnupiravir
2023-11-18,11150,Molnupiravir
2023-11-19,11150,Molnupiravir
2023-11-20,11150,Molnupiravir
2023-11-21,11150,Molnupiravir
2023-11-22,11150,Molnupiravir
2023-11-23,11150,Molnupiravir
2023-11-24,11150,Molnupiravir
2023-11-25,11150,Molnupiravir
2023-11-26,11150,Molnupiravir
2023-11-27,11150,Molnupiravir
2023-11-28,11150,Molnupiravir
2023-11-29,11150,Molnupiravir
2023-11-30,11150,Molnupiravir
2023-12-01,11150,Molnupiravir
2023-12-02,11150,Molnupiravir
2023-12-03,11150,Molnupiravir
2023-12-04,11150,Molnupiravir
2023-12-05,11150,Molnupiravir
2023-12-06,11150,Molnupiravir
2023-12-07,11150,Molnupiravir
2023-12-08,11150,Molnupiravir
2023-12-09,11150,Molnupiravir
2023-12-10,11150,Molnupiravir
2023-12-11,11150,Molnupiravir
2023-12-12,11150,Molnupiravir
2023-12-13,11150,Molnupiravir
2023-12-14,11150,Molnupiravir
2023-12-15,11150,Molnupiravir
2023-12-16,11150,Molnupiravir
2023-12-17,11150,Molnupiravir
2023-12-18,11150,Molnupiravir
2023-12-19,11150,Molnupiravir
2023-12-20,11150,Molnupiravir
2023-12-21,11150,Molnupiravir
2023-12-22,11150,Molnupiravir
2023-12-23,11150,Molnupiravir
2023-12-24,11150,Molnupiravir
2023-12-25,11150,Molnupiravir
2023-12-26,11150,Molnupiravir
2023-12-27,11150,Molnupiravir
2023-12-28,11150,Molnupiravir
2023-12-29,11150,Molnupiravir
2023-12-30,11150,Molnupiravir
2023-12-31,11150,Molnupiravir
2022-01-03,NA,Paxlovid
2022-01-04,NA,Paxlovid
2022-01-05,NA,Paxlovid
2022-01-06,NA,Paxlovid
2022-01-07,NA,Paxlovid
2022-01-08,NA,Paxlovid
2022-01-09,NA,Paxlovid
2022-01-10,NA,Paxlovid
2022-01-11,NA,Paxlovid
2022-01-12,NA,Paxlovid
2022-01-13,NA,Paxlovid
2022-01-14,NA,Paxlovid
2022-01-15,NA,Paxlovid
2022-01-16,NA,Paxlovid
2022-01-17,NA,Paxlovid
2022-01-18,NA,Paxlovid
2022-01-19,NA,Paxlovid
2022-01-20,NA,Paxlovid
2022-01-21,NA,Paxlovid
2022-01-22,NA,Paxlovid
2022-01-23,NA,Paxlovid
2022-01-24,NA,Paxlovid
2022-01-25,NA,Paxlovid
2022-01-26,NA,Paxlovid
2022-01-27,NA,Paxlovid
2022-01-28,NA,Paxlovid
2022-01-29,NA,Paxlovid
2022-01-30,NA,Paxlovid
2022-01-31,NA,Paxlovid
2022-02-01,NA,Paxlovid
2022-02-02,NA,Paxlovid
2022-02-03,NA,Paxlovid
2022-02-04,NA,Paxlovid
2022-02-05,NA,Paxlovid
2022-02-06,NA,Paxlovid
2022-02-07,NA,Paxlovid
2022-02-08,NA,Paxlovid
2022-02-09,NA,Paxlovid
2022-02-10,20,Paxlovid
2022-02-11,30,Paxlovid
2022-02-12,50,Paxlovid
2022-02-13,50,Paxlovid
2022-02-14,80,Paxlovid
2022-02-15,100,Paxlovid
2022-02-16,120,Paxlovid
2022-02-17,170,Paxlovid
2022-02-18,210,Paxlovid
2022-02-19,220,Paxlovid
2022-02-20,230,Paxlovid
2022-02-21,260,Paxlovid
2022-02-22,290,Paxlovid
2022-02-23,320,Paxlovid
2022-02-24,340,Paxlovid
2022-02-25,370,Paxlovid
2022-02-26,400,Paxlovid
2022-02-27,410,Paxlovid
2022-02-28,440,Paxlovid
2022-03-01,460,Paxlovid
2022-03-02,500,Paxlovid
2022-03-03,520,Paxlovid
2022-03-04,570,Paxlovid
2022-03-05,600,Paxlovid
2022-03-06,620,Paxlovid
2022-03-07,670,Paxlovid
2022-03-08,720,Paxlovid
2022-03-09,770,Paxlovid
2022-03-10,840,Paxlovid
2022-03-11,940,Paxlovid
2022-03-12,990,Paxlovid
2022-03-13,1040,Paxlovid
2022-03-14,1120,Paxlovid
2022-03-15,1190,Paxlovid
2022-03-16,1260,Paxlovid
2022-03-17,1350,Paxlovid
2022-03-18,1450,Paxlovid
2022-03-19,1510,Paxlovid
2022-03-20,1570,Paxlovid
2022-03-21,1680,Paxlovid
2022-03-22,1800,Paxlovid
2022-03-23,1900,Paxlovid
2022-03-24,2030,Paxlovid
2022-03-25,2130,Paxlovid
2022-03-26,2190,Paxlovid
2022-03-27,2250,Paxlovid
2022-03-28,2380,Paxlovid
2022-03-29,2500,Paxlovid
2022-03-30,2610,Paxlovid
2022-03-31,2720,Paxlovid
2022-04-01,2810,Paxlovid
2022-04-02,2880,Paxlovid
2022-04-03,2910,Paxlovid
2022-04-04,3010,Paxlovid
2022-04-05,3110,Paxlovid
2022-04-06,3220,Paxlovid
2022-04-07,3330,Paxlovid
2022-04-08,3450,Paxlovid
2022-04-09,3530,Paxlovid
2022-04-10,3580,Paxlovid
2022-04-11,3670,Paxlovid
2022-04-12,3760,Paxlovid
2022-04-13,3860,Paxlovid
2022-04-14,3950,Paxlovid
2022-04-15,4020,Paxlovid
2022-04-16,4070,Paxlovid
2022-04-17,4100,Paxlovid
2022-04-18,4160,Paxlovid
2022-04-19,4240,Paxlovid
2022-04-20,4300,Paxlovid
2022-04-21,4350,Paxlovid
2022-04-22,4410,Paxlovid
2022-04-23,4440,Paxlovid
2022-04-24,4460,Paxlovid
2022-04-25,4510,Paxlovid
2022-04-26,4550,Paxlovid
2022-04-27,4580,Paxlovid
2022-04-28,4610,Paxlovid
2022-04-29,4650,Paxlovid
2022-04-30,4680,Paxlovid
2022-05-01,4690,Paxlovid
2022-05-02,4710,Paxlovid
2022-05-03,4750,Paxlovid
2022-05-04,4780,Paxlovid
2022-05-05,4810,Paxlovid
2022-05-06,4850,Paxlovid
2022-05-07,4860,Paxlovid
2022-05-08,4880,Paxlovid
2022-05-09,4900,Paxlovid
2022-05-10,4930,Paxlovid
2022-05-11,4950,Paxlovid
2022-05-12,4980,Paxlovid
2022-05-13,5000,Paxlovid
2022-05-14,5020,Paxlovid
2022-05-15,5030,Paxlovid
2022-05-16,5060,Paxlovid
2022-05-17,5080,Paxlovid
2022-05-18,5120,Paxlovid
2022-05-19,5130,Paxlovid
2022-05-20,5150,Paxlovid
2022-05-21,5160,Paxlovid
2022-05-22,5170,Paxlovid
2022-05-23,5200,Paxlovid
2022-05-24,5230,Paxlovid
2022-05-25,5250,Paxlovid
2022-05-26,5270,Paxlovid
2022-05-27,5290,Paxlovid
2022-05-28,5300,Paxlovid
2022-05-29,5310,Paxlovid
2022-05-30,5340,Paxlovid
2022-05-31,5360,Paxlovid
2022-06-01,5390,Paxlovid
2022-06-02,5410,Paxlovid
2022-06-03,5430,Paxlovid
2022-06-04,5440,Paxlovid
2022-06-05,5470,Paxlovid
2022-06-06,5490,Paxlovid
2022-06-07,5530,Paxlovid
2022-06-08,5580,Paxlovid
2022-06-09,5640,Paxlovid
2022-06-10,5680,Paxlovid
2022-06-11,5720,Paxlovid
2022-06-12,5750,Paxlovid
2022-06-13,5790,Paxlovid
2022-06-14,5850,Paxlovid
2022-06-15,5900,Paxlovid
2022-06-16,5950,Paxlovid
2022-06-17,6020,Paxlovid
2022-06-18,6080,Paxlovid
2022-06-19,6110,Paxlovid
2022-06-20,6160,Paxlovid
2022-06-21,6220,Paxlovid
2022-06-22,6310,Paxlovid
2022-06-23,6380,Paxlovid
2022-06-24,6480,Paxlovid
2022-06-25,6530,Paxlovid
2022-06-26,6580,Paxlovid
2022-06-27,6660,Paxlovid
2022-06-28,6740,Paxlovid
2022-06-29,6860,Paxlovid
2022-06-30,6950,Paxlovid
2022-07-01,7060,Paxlovid
2022-07-02,7150,Paxlovid
2022-07-03,7190,Paxlovid
2022-07-04,7320,Paxlovid
2022-07-05,7460,Paxlovid
2022-07-06,7580,Paxlovid
2022-07-07,7700,Paxlovid
2022-07-08,7820,Paxlovid
2022-07-09,7920,Paxlovid
2022-07-10,7980,Paxlovid
2022-07-11,8100,Paxlovid
2022-07-12,8200,Paxlovid
2022-07-13,8310,Paxlovid
2022-07-14,8410,Paxlovid
2022-07-15,8530,Paxlovid
2022-07-16,8590,Paxlovid
2022-07-17,8620,Paxlovid
2022-07-18,8710,Paxlovid
2022-07-19,8790,Paxlovid
2022-07-20,8860,Paxlovid
2022-07-21,8920,Paxlovid
2022-07-22,9000,Paxlovid
2022-07-23,9050,Paxlovid
2022-07-24,9070,Paxlovid
2022-07-25,9110,Paxlovid
2022-07-26,9180,Paxlovid
2022-07-27,9250,Paxlovid
2022-07-28,9300,Paxlovid
2022-07-29,9340,Paxlovid
2022-07-30,9360,Paxlovid
2022-07-31,9390,Paxlovid
2022-08-01,9440,Paxlovid
2022-08-02,9500,Paxlovid
2022-08-03,9530,Paxlovid
2022-08-04,9560,Paxlovid
2022-08-05,9600,Paxlovid
2022-08-06,9630,Paxlovid
2022-08-07,9650,Paxlovid
2022-08-08,9700,Paxlovid
2022-08-09,9740,Paxlovid
2022-08-10,9760,Paxlovid
2022-08-11,9800,Paxlovid
2022-08-12,9830,Paxlovid
2022-08-13,9850,Paxlovid
2022-08-14,9860,Paxlovid
2022-08-15,9880,Paxlovid
2022-08-16,9910,Paxlovid
2022-08-17,9940,Paxlovid
2022-08-18,9970,Paxlovid
2022-08-19,10000,Paxlovid
2022-08-20,10020,Paxlovid
2022-08-21,10030,Paxlovid
2022-08-22,10050,Paxlovid
2022-08-23,10070,Paxlovid
2022-08-24,10090,Paxlovid
2022-08-25,10110,Paxlovid
2022-08-26,10140,Paxlovid
2022-08-27,10160,Paxlovid
2022-08-28,10170,Paxlovid
2022-08-29,10190,Paxlovid
2022-08-30,10210,Paxlovid
2022-08-31,10240,Paxlovid
2022-09-01,10260,Paxlovid
2022-09-02,10280,Paxlovid
2022-09-03,10300,Paxlovid
2022-09-04,10320,Paxlovid
2022-09-05,10340,Paxlovid
2022-09-06,10370,Paxlovid
2022-09-07,10410,Paxlovid
2022-09-08,10430,Paxlovid
2022-09-09,10460,Paxlovid
2022-09-10,10470,Paxlovid
2022-09-11,10480,Paxlovid
2022-09-12,10510,Paxlovid
2022-09-13,10540,Paxlovid
2022-09-14,10570,Paxlovid
2022-09-15,10600,Paxlovid
2022-09-16,10630,Paxlovid
2022-09-17,10660,Paxlovid
2022-09-18,10680,Paxlovid
2022-09-19,10700,Paxlovid
2022-09-20,10740,Paxlovid
2022-09-21,10780,Paxlovid
2022-09-22,10840,Paxlovid
2022-09-23,10880,Paxlovid
2022-09-24,10900,Paxlovid
2022-09-25,10930,Paxlovid
2022-09-26,10990,Paxlovid
2022-09-27,11040,Paxlovid
2022-09-28,11090,Paxlovid
2022-09-29,11150,Paxlovid
2022-09-30,11210,Paxlovid
2022-10-01,11230,Paxlovid
2022-10-02,11260,Paxlovid
2022-10-03,11330,Paxlovid
2022-10-04,11410,Paxlovid
2022-10-05,11470,Paxlovid
2022-10-06,11530,Paxlovid
2022-10-07,11590,Paxlovid
2022-10-08,11630,Paxlovid
2022-10-09,11660,Paxlovid
2022-10-10,11730,Paxlovid
2022-10-11,11770,Paxlovid
2022-10-12,11840,Paxlovid
2022-10-13,11890,Paxlovid
2022-10-14,11950,Paxlovid
2022-10-15,11990,Paxlovid
2022-10-16,12000,Paxlovid
2022-10-17,12060,Paxlovid
2022-10-18,12100,Paxlovid
2022-10-19,12160,Paxlovid
2022-10-20,12220,Paxlovid
2022-10-21,12270,Paxlovid
2022-10-22,12280,Paxlovid
2022-10-23,12300,Paxlovid
2022-10-24,12340,Paxlovid
2022-10-25,12380,Paxlovid
2022-10-26,12420,Paxlovid
2022-10-27,12440,Paxlovid
2022-10-28,12480,Paxlovid
2022-10-29,12490,Paxlovid
2022-10-30,12500,Paxlovid
2022-10-31,12530,Paxlovid
2022-11-01,12570,Paxlovid
2022-11-02,12590,Paxlovid
2022-11-03,12610,Paxlovid
2022-11-04,12650,Paxlovid
2022-11-05,12660,Paxlovid
2022-11-06,12670,Paxlovid
2022-11-07,12690,Paxlovid
2022-11-08,12710,Paxlovid
2022-11-09,12720,Paxlovid
2022-11-10,12730,Paxlovid
2022-11-11,12750,Paxlovid
2022-11-12,12760,Paxlovid
2022-11-13,12770,Paxlovid
2022-11-14,12790,Paxlovid
