elig_start,cum_count_redacted,high_risk_cohort
2024-04-13,11990,renal_disease
2024-04-20,12000,renal_disease
2024-04-27,12000,renal_disease
2021-12-11,150,solid_organ_transplant
2021-12-18,490,solid_organ_transplant
2021-12-25,1170,solid_organ_transplant
2022-01-01,1800,solid_organ_transplant
2022-01-08,2150,solid_organ_transplant
2022-01-15,2440,solid_organ_transplant
2022-01-22,2730,solid_organ_transplant
2022-01-29,3050,solid_organ_transplant
2022-02-05,3280,solid_organ_transplant
2022-02-12,3480,solid_organ_transplant
2022-02-19,3640,solid_organ_transplant
2022-02-26,3820,solid_organ_transplant
2022-03-05,4130,solid_organ_transplant
2022-03-12,4560,solid_organ_transplant
2022-03-19,4990,solid_organ_transplant
2022-03-26,5440,solid_organ_transplant
2022-04-02,5820,solid_organ_transplant
2022-04-09,6120,solid_organ_transplant
2022-04-16,6320,solid_organ_transplant
2022-04-23,6440,solid_organ_transplant
2022-04-30,6540,solid_organ_transplant
2022-05-07,6640,solid_organ_transplant
2022-05-14,6690,solid_organ_transplant
2022-05-21,6750,solid_organ_transplant
2022-05-28,6820,solid_organ_transplant
2022-06-04,6940,solid_organ_transplant
2022-06-11,7070,solid_organ_transplant
2022-06-18,7280,solid_organ_transplant
2022-06-25,7520,solid_organ_transplant
2022-07-02,7810,solid_organ_transplant
2022-07-09,8080,solid_organ_transplant
2022-07-16,8260,solid_organ_transplant
2022-07-23,8390,solid_organ_transplant
2022-07-30,8500,solid_organ_transplant
2022-08-06,8580,solid_organ_transplant
2022-08-13,8660,solid_organ_transplant
2022-08-20,8700,solid_organ_transplant
2022-08-27,8740,solid_organ_transplant
2022-09-03,8780,solid_organ_transplant
2022-09-10,8850,solid_organ_transplant
2022-09-17,8940,solid_organ_transplant
2022-09-24,9070,solid_organ_transplant
2022-10-01,9210,solid_organ_transplant
2022-10-08,9350,solid_organ_transplant
2022-10-15,9460,solid_organ_transplant
2022-10-22,9540,solid_organ_transplant
2022-10-29,9600,solid_organ_transplant
2022-11-05,9650,solid_organ_transplant
2022-11-12,9690,solid_organ_transplant
2022-11-19,9740,solid_organ_transplant
2022-11-26,9780,solid_organ_transplant
2022-12-03,9840,solid_organ_transplant
2022-12-10,9910,solid_organ_transplant
2022-12-17,10020,solid_organ_transplant
2022-12-24,10120,solid_organ_transplant
2022-12-31,10180,solid_organ_transplant
2023-01-07,10210,solid_organ_transplant
2023-01-14,10230,solid_organ_transplant
2023-01-21,10270,solid_organ_transplant
2023-01-28,10310,solid_organ_transplant
2023-02-04,10350,solid_organ_transplant
2023-02-11,10390,solid_organ_transplant
2023-02-18,10440,solid_organ_transplant
2023-02-25,10480,solid_organ_transplant
2023-03-04,10530,solid_organ_transplant
2023-03-11,10600,solid_organ_transplant
2023-03-18,10650,solid_organ_transplant
2023-03-25,10700,solid_organ_transplant
2023-04-01,10730,solid_organ_transplant
2023-04-08,10760,solid_organ_transplant
2023-04-15,10780,solid_organ_transplant
2023-04-22,10810,solid_organ_transplant
2023-04-29,10840,solid_organ_transplant
2023-05-06,10860,solid_organ_transplant
2023-05-13,10880,solid_organ_transplant
2023-05-20,10900,solid_organ_transplant
2023-05-27,10920,solid_organ_transplant
2023-06-03,10930,solid_organ_transplant
2023-06-10,10940,solid_organ_transplant
2023-06-17,10950,solid_organ_transplant
2023-06-24,10950,solid_organ_transplant
2023-07-01,10950,solid_organ_transplant
2023-07-08,10950,solid_organ_transplant
2023-07-15,10960,solid_organ_transplant
2023-07-22,10960,solid_organ_transplant
2023-07-29,10980,solid_organ_transplant
2023-08-05,10990,solid_organ_transplant
2023-08-12,11000,solid_organ_transplant
2023-08-19,11010,solid_organ_transplant
2023-08-26,11020,solid_organ_transplant
2023-09-02,11040,solid_organ_transplant
2023-09-09,11050,solid_organ_transplant
2023-09-16,11060,solid_organ_transplant
2023-09-23,11100,solid_organ_transplant
2023-09-30,11120,solid_organ_transplant
2023-10-07,11150,solid_organ_transplant
2023-10-14,11170,solid_organ_transplant
2023-10-21,11180,solid_organ_transplant
2023-10-28,11200,solid_organ_transplant
2023-11-04,11210,solid_organ_transplant
2023-11-11,11210,solid_organ_transplant
2023-11-18,11220,solid_organ_transplant
2023-11-25,11220,solid_organ_transplant
2023-12-02,11230,solid_organ_transplant
2023-12-09,11240,solid_organ_transplant
2023-12-16,11250,solid_organ_transplant
2023-12-23,11260,solid_organ_transplant
2023-12-30,11270,solid_organ_transplant
2024-01-06,11280,solid_organ_transplant
2024-01-13,11290,solid_organ_transplant
2024-01-20,11290,solid_organ_transplant
2024-01-27,11300,solid_organ_transplant
2024-02-03,11300,solid_organ_transplant
2024-02-10,11310,solid_organ_transplant
2024-02-17,11310,solid_organ_transplant
2024-02-24,11320,solid_organ_transplant
2024-03-02,11320,solid_organ_transplant
2024-03-09,11320,solid_organ_transplant
2024-03-16,11320,solid_organ_transplant
2024-03-23,11320,solid_organ_transplant
2024-03-30,11320,solid_organ_transplant
2024-04-06,11330,solid_organ_transplant
2024-04-13,11330,solid_organ_transplant
2024-04-20,11340,solid_organ_transplant
2024-04-27,11340,solid_organ_transplant
2021-12-11,130,liver_disease
2021-12-18,370,liver_disease
2021-12-25,910,liver_disease
2022-01-01,1430,liver_disease
2022-01-08,1740,liver_disease
2022-01-15,2030,liver_disease
2022-01-22,2290,liver_disease
2022-01-29,2550,liver_disease
2022-02-05,2710,liver_disease
2022-02-12,2870,liver_disease
2022-02-19,2980,liver_disease
2022-02-26,3120,liver_disease
2022-03-05,3340,liver_disease
2022-03-12,3670,liver_disease
2022-03-19,4050,liver_disease
2022-03-26,4430,liver_disease
2022-04-02,4760,liver_disease
2022-04-09,4980,liver_disease
2022-04-16,5190,liver_disease
2022-04-23,5300,liver_disease
2022-04-30,5360,liver_disease
2022-05-07,5440,liver_disease
2022-05-14,5490,liver_disease
2022-05-21,5530,liver_disease
2022-05-28,5590,liver_disease
2022-06-04,5660,liver_disease
2022-06-11,5750,liver_disease
2022-06-18,5890,liver_disease
2022-06-25,6050,liver_disease
2022-07-02,6260,liver_disease
2022-07-09,6480,liver_disease
2022-07-16,6600,liver_disease
2022-07-23,6700,liver_disease
2022-07-30,6800,liver_disease
2022-08-06,6860,liver_disease
2022-08-13,6920,liver_disease
2022-08-20,6960,liver_disease
2022-08-27,7010,liver_disease
2022-09-03,7050,liver_disease
2022-09-10,7100,liver_disease
2022-09-17,7160,liver_disease
2022-09-24,7240,liver_disease
2022-10-01,7340,liver_disease
2022-10-08,7410,liver_disease
2022-10-15,7490,liver_disease
2022-10-22,7560,liver_disease
2022-10-29,7590,liver_disease
2022-11-05,7620,liver_disease
2022-11-12,7640,liver_disease
2022-11-19,7670,liver_disease
2022-11-26,7720,liver_disease
2022-12-03,7760,liver_disease
2022-12-10,7820,liver_disease
2022-12-17,7890,liver_disease
2022-12-24,7970,liver_disease
2022-12-31,8030,liver_disease
2023-01-07,8050,liver_disease
2023-01-14,8070,liver_disease
2023-01-21,8090,liver_disease
2023-01-28,8120,liver_disease
2023-02-04,8160,liver_disease
2023-02-11,8210,liver_disease
2023-02-18,8250,liver_disease
2023-02-25,8290,liver_disease
2023-03-04,8330,liver_disease
2023-03-11,8380,liver_disease
2023-03-18,8420,liver_disease
2023-03-25,8470,liver_disease
2023-04-01,8490,liver_disease
2023-04-08,8520,liver_disease
2023-04-15,8540,liver_disease
2023-04-22,8560,liver_disease
2023-04-29,8580,liver_disease
2023-05-06,8590,liver_disease
2023-05-13,8600,liver_disease
2023-05-20,8610,liver_disease
2023-05-27,8620,liver_disease
2023-06-03,8640,liver_disease
2023-06-10,8650,liver_disease
2023-06-17,8660,liver_disease
2023-06-24,8660,liver_disease
2023-07-01,8660,liver_disease
2023-07-08,8670,liver_disease
2023-07-15,8680,liver_disease
2023-07-22,8690,liver_disease
2023-07-29,8710,liver_disease
2023-08-05,8720,liver_disease
2023-08-12,8730,liver_disease
2023-08-19,8750,liver_disease
2023-08-26,8760,liver_disease
2023-09-02,8780,liver_disease
2023-09-09,8810,liver_disease
2023-09-16,8830,liver_disease
2023-09-23,8860,liver_disease
2023-09-30,8890,liver_disease
2023-10-07,8920,liver_disease
2023-10-14,8940,liver_disease
2023-10-21,8950,liver_disease
2023-10-28,8960,liver_disease
2023-11-04,8970,liver_disease
2023-11-11,8980,liver_disease
2023-11-18,8980,liver_disease
2023-11-25,9000,liver_disease
2023-12-02,9010,liver_disease
2023-12-09,9020,liver_disease
2023-12-16,9030,liver_disease
2023-12-23,9040,liver_disease
2023-12-30,9060,liver_disease
2024-01-06,9060,liver_disease
2024-01-13,9060,liver_disease
2024-01-20,9070,liver_disease
2024-01-27,9080,liver_disease
2024-02-03,9090,liver_disease
2024-02-10,9100,liver_disease
2024-02-17,9100,liver_disease
2024-02-24,9100,liver_disease
2024-03-02,9100,liver_disease
2024-03-09,9100,liver_disease
2024-03-16,9100,liver_disease
2024-03-23,9110,liver_disease
2024-03-30,9110,liver_disease
2024-04-06,9120,liver_disease
2024-04-13,9130,liver_disease
2024-04-20,9140,liver_disease
2024-04-27,9140,liver_disease
2021-12-11,40,downs_syndrome
2021-12-18,110,downs_syndrome
2021-12-25,250,downs_syndrome
2022-01-01,410,downs_syndrome
2022-01-08,540,downs_syndrome
2022-01-15,700,downs_syndrome
2022-01-22,850,downs_syndrome
2022-01-29,960,downs_syndrome
2022-02-05,1050,downs_syndrome
2022-02-12,1120,downs_syndrome
2022-02-19,1210,downs_syndrome
2022-02-26,1290,downs_syndrome
2022-03-05,1430,downs_syndrome
2022-03-12,1600,downs_syndrome
2022-03-19,1830,downs_syndrome
2022-03-26,1980,downs_syndrome
2022-04-02,2150,downs_syndrome
2022-04-09,2250,downs_syndrome
2022-04-16,2340,downs_syndrome
2022-04-23,2380,downs_syndrome
2022-04-30,2410,downs_syndrome
2022-05-07,2450,downs_syndrome
2022-05-14,2460,downs_syndrome
2022-05-21,2470,downs_syndrome
2022-05-28,2480,downs_syndrome
2022-06-04,2520,downs_syndrome
2022-06-11,2570,downs_syndrome
2022-06-18,2620,downs_syndrome
2022-06-25,2700,downs_syndrome
2022-07-02,2800,downs_syndrome
2022-07-09,2880,downs_syndrome
2022-07-16,2940,downs_syndrome
2022-07-23,2970,downs_syndrome
2022-07-30,3000,downs_syndrome
2022-08-06,3020,downs_syndrome
2022-08-13,3050,downs_syndrome
2022-08-20,3060,downs_syndrome
2022-08-27,3080,downs_syndrome
2022-09-03,3100,downs_syndrome
2022-09-10,3120,downs_syndrome
2022-09-17,3140,downs_syndrome
2022-09-24,3170,downs_syndrome
2022-10-01,3210,downs_syndrome
2022-10-08,3250,downs_syndrome
2022-10-15,3290,downs_syndrome
2022-10-22,3310,downs_syndrome
2022-10-29,3330,downs_syndrome
2022-11-05,3340,downs_syndrome
2022-11-12,3350,downs_syndrome
2022-11-19,3360,downs_syndrome
2022-11-26,3370,downs_syndrome
2022-12-03,3390,downs_syndrome
2022-12-10,3400,downs_syndrome
2022-12-17,3420,downs_syndrome
2022-12-24,3440,downs_syndrome
2022-12-31,3450,downs_syndrome
2023-01-07,3460,downs_syndrome
2023-01-14,3460,downs_syndrome
2023-01-21,3470,downs_syndrome
2023-01-28,3480,downs_syndrome
2023-02-04,3500,downs_syndrome
2023-02-11,3510,downs_syndrome
2023-02-18,3530,downs_syndrome
2023-02-25,3530,downs_syndrome
2023-03-04,3550,downs_syndrome
2023-03-11,3560,downs_syndrome
2023-03-18,3580,downs_syndrome
2023-03-25,3590,downs_syndrome
2023-04-01,3590,downs_syndrome
2023-04-08,3600,downs_syndrome
2023-04-15,3600,downs_syndrome
2023-04-22,3600,downs_syndrome
2023-04-29,3610,downs_syndrome
2023-05-06,3620,downs_syndrome
2023-05-13,3620,downs_syndrome
2023-05-20,3620,downs_syndrome
2023-05-27,3620,downs_syndrome
2023-06-03,3620,downs_syndrome
2023-06-10,3620,downs_syndrome
2023-06-17,3620,downs_syndrome
2023-06-24,3620,downs_syndrome
2023-07-01,3620,downs_syndrome
2023-07-08,3620,downs_syndrome
2023-07-15,3630,downs_syndrome
2023-07-22,3630,downs_syndrome
2023-07-29,3630,downs_syndrome
2023-08-05,3640,downs_syndrome
2023-08-12,3640,downs_syndrome
2023-08-19,3640,downs_syndrome
2023-08-26,3640,downs_syndrome
2023-09-02,3640,downs_syndrome
2023-09-09,3650,downs_syndrome
2023-09-16,3650,downs_syndrome
2023-09-23,3660,downs_syndrome
2023-09-30,3660,downs_syndrome
2023-10-07,3670,downs_syndrome
2023-10-14,3670,downs_syndrome
2023-10-21,3670,downs_syndrome
2023-10-28,3670,downs_syndrome
2023-11-04,3680,downs_syndrome
2023-11-11,3680,downs_syndrome
2023-11-18,3680,downs_syndrome
2023-11-25,3680,downs_syndrome
2023-12-02,3680,downs_syndrome
2023-12-09,3680,downs_syndrome
2023-12-16,3680,downs_syndrome
2023-12-23,3680,downs_syndrome
2023-12-30,3690,downs_syndrome
2024-01-06,3690,downs_syndrome
2024-01-13,3690,downs_syndrome
2024-01-20,3690,downs_syndrome
2024-01-27,3690,downs_syndrome
2024-02-03,3700,downs_syndrome
2024-02-10,3700,downs_syndrome
2024-02-17,3700,downs_syndrome
2024-02-24,3700,downs_syndrome
2024-03-02,3700,downs_syndrome
2024-03-09,3700,downs_syndrome
2024-03-16,3700,downs_syndrome
2024-03-23,3700,downs_syndrome
2024-03-30,3700,downs_syndrome
2024-04-06,3700,downs_syndrome
2024-04-13,3700,downs_syndrome
2024-04-20,3700,downs_syndrome
2024-04-27,3700,downs_syndrome
2021-12-11,20,hiv_aids
2021-12-18,70,hiv_aids
2021-12-25,130,hiv_aids
2022-01-01,180,hiv_aids
2022-01-08,220,hiv_aids
2022-01-15,250,hiv_aids
2022-01-22,280,hiv_aids
2022-01-29,310,hiv_aids
2022-02-05,330,hiv_aids
2022-02-12,340,hiv_aids
2022-02-19,360,hiv_aids
2022-02-26,380,hiv_aids
2022-03-05,410,hiv_aids
2022-03-12,440,hiv_aids
2022-03-19,470,hiv_aids
2022-03-26,510,hiv_aids
2022-04-02,540,hiv_aids
2022-04-09,560,hiv_aids
2022-04-16,580,hiv_aids
2022-04-23,590,hiv_aids
2022-04-30,600,hiv_aids
2022-05-07,600,hiv_aids
2022-05-14,610,hiv_aids
2022-05-21,610,hiv_aids
2022-05-28,620,hiv_aids
2022-06-04,620,hiv_aids
2022-06-11,640,hiv_aids
2022-06-18,650,hiv_aids
2022-06-25,660,hiv_aids
2022-07-02,690,hiv_aids
2022-07-09,710,hiv_aids
2022-07-16,720,hiv_aids
2022-07-23,730,hiv_aids
2022-07-30,730,hiv_aids
2022-08-06,740,hiv_aids
2022-08-13,750,hiv_aids
2022-08-20,750,hiv_aids
2022-08-27,750,hiv_aids
2022-09-03,760,hiv_aids
2022-09-10,760,hiv_aids
2022-09-17,770,hiv_aids
2022-09-24,780,hiv_aids
2022-10-01,790,hiv_aids
2022-10-08,800,hiv_aids
2022-10-15,800,hiv_aids
2022-10-22,810,hiv_aids
2022-10-29,810,hiv_aids
2022-11-05,810,hiv_aids
2022-11-12,820,hiv_aids
2022-11-19,820,hiv_aids
2022-11-26,820,hiv_aids
2022-12-03,830,hiv_aids
2022-12-10,840,hiv_aids
2022-12-17,840,hiv_aids
2022-12-24,850,hiv_aids
2022-12-31,850,hiv_aids
2023-01-07,860,hiv_aids
2023-01-14,860,hiv_aids
2023-01-21,860,hiv_aids
2023-01-28,860,hiv_aids
2023-02-04,860,hiv_aids
2023-02-11,860,hiv_aids
2023-02-18,870,hiv_aids
2023-02-25,870,hiv_aids
2023-03-04,870,hiv_aids
2023-03-11,880,hiv_aids
2023-03-18,880,hiv_aids
2023-03-25,880,hiv_aids
2023-04-01,880,hiv_aids
2023-04-08,880,hiv_aids
2023-04-15,880,hiv_aids
2023-04-22,880,hiv_aids
2023-04-29,890,hiv_aids
2023-05-06,890,hiv_aids
2023-05-13,890,hiv_aids
2023-05-20,890,hiv_aids
2023-05-27,890,hiv_aids
2023-06-03,890,hiv_aids
2023-06-10,890,hiv_aids
2023-06-17,890,hiv_aids
2023-06-24,890,hiv_aids
2023-07-01,890,hiv_aids
2023-07-08,890,hiv_aids
2023-07-15,890,hiv_aids
2023-07-22,890,hiv_aids
2023-07-29,890,hiv_aids
2023-08-05,890,hiv_aids
2023-08-12,890,hiv_aids
2023-08-19,890,hiv_aids
2023-08-26,890,hiv_aids
2023-09-02,900,hiv_aids
2023-09-09,900,hiv_aids
2023-09-16,900,hiv_aids
2023-09-23,900,hiv_aids
2023-09-30,900,hiv_aids
2023-10-07,900,hiv_aids
2023-10-14,900,hiv_aids
2023-10-21,900,hiv_aids
2023-10-28,900,hiv_aids
2023-11-04,900,hiv_aids
2023-11-11,900,hiv_aids
2023-11-18,900,hiv_aids
2023-11-25,900,hiv_aids
2023-12-02,900,hiv_aids
2023-12-09,900,hiv_aids
2023-12-16,900,hiv_aids
2023-12-23,900,hiv_aids
2023-12-30,900,hiv_aids
2024-01-06,900,hiv_aids
2024-01-13,910,hiv_aids
2024-01-20,910,hiv_aids
2024-01-27,910,hiv_aids
2024-02-03,910,hiv_aids
2024-02-10,910,hiv_aids
2024-02-17,910,hiv_aids
2024-02-24,910,hiv_aids
2024-03-02,910,hiv_aids
2024-03-09,910,hiv_aids
2024-03-16,910,hiv_aids
2024-03-23,910,hiv_aids
2024-03-30,910,hiv_aids
2024-04-06,910,hiv_aids
2024-04-13,910,hiv_aids
2024-04-20,910,hiv_aids
2024-04-27,910,hiv_aids
